,country,year,bank_account,location_type,cellphone_access,household_size,age_of_respondent,gender_of_respondent,relationship_with_head,marital_status,education_level,job_type,living_condition,head_of_household
22533,Uganda,2018,No,Rural,Yes,4,27,Male,Head of Household,Married,Secondary education,Self employed,Living together,Yes
22534,Uganda,2018,Yes,Rural,Yes,1,28,Male,Head of Household,Single,Vocational/Specialised training,Formally employed Private,Never Married,Yes
22535,Uganda,2018,No,Rural,Yes,15,60,Female,Head of Household,Widowed,No formal education,Self employed,Widowed,Yes
22536,Uganda,2018,No,Rural,No,4,68,Female,Head of Household,Widowed,Primary education,Other Income,Widowed,Yes
22537,Uganda,2018,No,Urban,Yes,1,49,Male,Head of Household,Divorced,Primary education,Self employed,Seperated,Yes
22538,Uganda,2018,No,Urban,Yes,4,33,Female,Spouse,Married,Secondary education,Self employed,Living together,No
22539,Uganda,2018,No,Rural,No,6,26,Female,Spouse,Married,Primary education,Other Income,Living together,No
22540,Uganda,2018,No,Urban,Yes,4,28,Male,Head of Household,Married,Secondary education,Self employed,Living together,Yes
22541,Uganda,2018,No,Rural,No,8,33,Female,Head of Household,Married,No formal education,No Income,Living together,Yes
22542,Uganda,2018,No,Rural,Yes,6,70,Female,Head of Household,Married,No formal education,Self employed,Living together,Yes
22543,Uganda,2018,No,Rural,No,7,16,Female,Parent,Single,Primary education,Other Income,Never Married,No
22544,Uganda,2018,No,Rural,No,6,60,Female,Head of Household,Widowed,No formal education,Government Dependent,Widowed,Yes
22545,Uganda,2018,No,Rural,Yes,1,23,Female,Head of Household,Married,Secondary education,No Income,Living together,Yes
22546,Uganda,2018,No,Rural,Yes,8,33,Male,Head of Household,Married,Primary education,Self employed,Living together,Yes
22547,Uganda,2018,No,Rural,Yes,6,53,Female,Head of Household,Divorced,Primary education,Self employed,Seperated,Yes
22548,Uganda,2018,Yes,Urban,Yes,6,39,Female,Spouse,Married,Vocational/Specialised training,Self employed,Living together,No
22549,Uganda,2018,No,Rural,Yes,5,52,Female,Spouse,Married,Primary education,Self employed,Living together,No
22550,Uganda,2018,No,Rural,No,9,31,Female,Other relative,Married,Primary education,Self employed,Living together,No
22551,Uganda,2018,No,Urban,Yes,5,35,Female,Spouse,Married,Primary education,No Income,Living together,No
22552,Uganda,2018,No,Rural,Yes,4,27,Male,Head of Household,Married,Primary education,No Income,Living together,Yes
22553,Uganda,2018,No,Rural,No,4,40,Male,Head of Household,Married,Secondary education,Self employed,Living together,Yes
22554,Uganda,2018,No,Rural,No,4,21,Female,Spouse,Married,Primary education,No Income,Living together,No
22555,Uganda,2018,No,Rural,Yes,8,40,Male,Head of Household,Married,Primary education,Self employed,Living together,Yes
22556,Uganda,2018,No,Rural,Yes,4,40,Female,Head of Household,Married,Primary education,Self employed,Living together,Yes
22557,Uganda,2018,No,Rural,Yes,4,30,Male,Head of Household,Married,Primary education,Self employed,Living together,Yes
22558,Uganda,2018,No,Rural,No,9,39,Female,Spouse,Married,Primary education,No Income,Living together,No
22559,Uganda,2018,Yes,Urban,No,2,40,Female,Head of Household,Widowed,No formal education,Other Income,Widowed,Yes
22560,Uganda,2018,No,Urban,Yes,3,21,Female,Spouse,Married,Secondary education,Other Income,Living together,No
22561,Uganda,2018,No,Urban,Yes,8,33,Female,Spouse,Married,Primary education,Self employed,Living together,No
22562,Uganda,2018,Yes,Rural,No,8,30,Female,Spouse,Married,No formal education,Other Income,Living together,No
22563,Uganda,2018,No,Rural,Yes,3,38,Female,Spouse,Married,Primary education,Other Income,Living together,No
22564,Uganda,2018,No,Rural,No,10,25,Female,Child,Divorced,Primary education,Self employed,Seperated,No
22565,Uganda,2018,No,Rural,No,3,61,Male,Head of Household,Widowed,No formal education,Self employed,Widowed,Yes
22566,Uganda,2018,No,Rural,Yes,4,37,Male,Head of Household,Married,Primary education,Other Income,Living together,Yes
22567,Uganda,2018,No,Urban,No,5,32,Female,Spouse,Married,Vocational/Specialised training,Self employed,Living together,No
22568,Uganda,2018,No,Rural,Yes,6,69,Female,Child,Widowed,No formal education,No Income,Widowed,No
22569,Uganda,2018,No,Rural,Yes,5,19,Female,Spouse,Married,Primary education,Other Income,Living together,No
22570,Uganda,2018,No,Rural,Yes,8,32,Female,Spouse,Married,Secondary education,Self employed,Living together,No
22571,Uganda,2018,No,Rural,Yes,2,24,Female,Spouse,Married,Primary education,Self employed,Living together,No
22572,Uganda,2018,No,Rural,Yes,10,19,Female,Parent,Single,Secondary education,Self employed,Never Married,No
22573,Uganda,2018,No,Rural,No,3,37,Male,Head of Household,Divorced,Primary education,Other Income,Seperated,Yes
22574,Uganda,2018,No,Rural,No,4,48,Male,Head of Household,Married,Primary education,Self employed,Living together,Yes
22575,Uganda,2018,No,Urban,Yes,8,44,Female,Spouse,Married,Primary education,Self employed,Living together,No
22576,Uganda,2018,Yes,Urban,Yes,3,30,Female,Head of Household,Married,Secondary education,Self employed,Living together,Yes
22577,Uganda,2018,No,Rural,Yes,8,42,Male,Head of Household,Married,Primary education,Self employed,Living together,Yes
22578,Uganda,2018,No,Rural,No,7,30,Female,Spouse,Married,Primary education,Self employed,Living together,No
22579,Uganda,2018,No,Rural,No,10,37,Female,Spouse,Married,Primary education,Other Income,Living together,No
22580,Uganda,2018,No,Rural,Yes,8,22,Female,Spouse,Married,Primary education,Self employed,Living together,No
22581,Uganda,2018,Yes,Rural,Yes,6,25,Female,Spouse,Married,Secondary education,Dont Know/Refuse to answer,Living together,No
22582,Uganda,2018,No,Urban,Yes,5,36,Female,Spouse,Married,Primary education,No Income,Living together,No
22583,Uganda,2018,No,Rural,Yes,4,40,Female,Head of Household,Single,Primary education,Other Income,Never Married,Yes
22584,Uganda,2018,No,Rural,No,9,36,Female,Spouse,Married,No formal education,Self employed,Living together,No
22585,Uganda,2018,No,Urban,Yes,7,17,Male,Parent,Single,Secondary education,Other Income,Never Married,No
22586,Uganda,2018,No,Rural,No,11,37,Female,Spouse,Married,No formal education,Self employed,Living together,No
22587,Uganda,2018,No,Rural,No,1,68,Female,Head of Household,Single,Primary education,No Income,Never Married,Yes
22588,Uganda,2018,Yes,Urban,Yes,3,38,Female,Head of Household,Married,Primary education,Formally employed Private,Living together,Yes
22589,Uganda,2018,No,Rural,Yes,6,40,Male,Spouse,Married,No formal education,Self employed,Living together,No
22590,Uganda,2018,No,Rural,Yes,3,51,Female,Spouse,Married,Primary education,Other Income,Living together,No
22591,Uganda,2018,No,Rural,Yes,6,27,Female,Parent,Single,Primary education,No Income,Never Married,No
22592,Uganda,2018,No,Rural,Yes,4,29,Female,Spouse,Married,Secondary education,Other Income,Living together,No
22593,Uganda,2018,No,Rural,Yes,8,60,Male,Head of Household,Married,Primary education,Self employed,Living together,Yes
22594,Uganda,2018,No,Urban,No,4,21,Female,Other relative,Single,Secondary education,Other Income,Never Married,No
22595,Uganda,2018,No,Rural,No,6,35,Male,Other relative,Single,Primary education,Other Income,Never Married,No
22596,Uganda,2018,No,Rural,No,7,18,Female,Other relative,Single,Secondary education,Formally employed Private,Never Married,No
22597,Uganda,2018,No,Rural,Yes,7,47,Female,Spouse,Married,No formal education,Self employed,Living together,No
22598,Uganda,2018,No,Urban,Yes,3,21,Female,Spouse,Married,Secondary education,No Income,Living together,No
22599,Uganda,2018,No,Rural,Yes,3,22,Male,Head of Household,Divorced,Secondary education,Other Income,Seperated,Yes
22600,Uganda,2018,No,Rural,Yes,7,20,Male,Parent,Single,Secondary education,Formally employed Private,Never Married,No
22601,Uganda,2018,No,Urban,Yes,7,55,Female,Spouse,Married,Vocational/Specialised training,Other Income,Living together,No
22602,Uganda,2018,No,Rural,Yes,7,50,Female,Spouse,Married,Secondary education,No Income,Living together,No
22603,Uganda,2018,Yes,Urban,Yes,7,34,Female,Spouse,Married,Vocational/Specialised training,Formally employed Private,Living together,No
22604,Uganda,2018,No,Rural,Yes,4,18,Male,Other non-relatives,Single,Primary education,Self employed,Never Married,No
22605,Uganda,2018,No,Rural,Yes,8,42,Female,Head of Household,Divorced,Primary education,Other Income,Seperated,Yes
22606,Uganda,2018,No,Rural,Yes,1,43,Male,Head of Household,Married,Primary education,Self employed,Living together,Yes
22607,Uganda,2018,No,Urban,Yes,4,34,Female,Head of Household,Single,Primary education,Other Income,Never Married,Yes
22608,Uganda,2018,No,Rural,No,6,22,Female,Spouse,Married,Secondary education,Self employed,Living together,No
22609,Uganda,2018,No,Rural,Yes,3,23,Female,Spouse,Married,Secondary education,Formally employed Private,Living together,No
22610,Uganda,2018,No,Urban,No,3,23,Female,Spouse,Married,Secondary education,Other Income,Living together,No
22611,Uganda,2018,No,Urban,No,1,51,Male,Head of Household,Single,Primary education,Self employed,Never Married,Yes
22612,Uganda,2018,Yes,Rural,Yes,2,33,Male,Head of Household,Married,Vocational/Specialised training,Self employed,Living together,Yes
22613,Uganda,2018,No,Rural,No,6,55,Female,Spouse,Married,Primary education,Self employed,Living together,No
22614,Uganda,2018,No,Rural,Yes,5,24,Female,Child,Single,Primary education,Self employed,Never Married,No
22615,Uganda,2018,No,Rural,Yes,6,35,Female,Spouse,Married,Primary education,Self employed,Living together,No
22616,Uganda,2018,No,Rural,No,5,30,Female,Spouse,Married,Primary education,Other Income,Living together,No
22617,Uganda,2018,No,Rural,Yes,3,22,Female,Spouse,Married,Secondary education,Other Income,Living together,No
22618,Uganda,2018,No,Rural,Yes,4,28,Female,Head of Household,Divorced,Primary education,Other Income,Seperated,Yes
22619,Uganda,2018,No,Rural,No,5,25,Female,Spouse,Married,No formal education,Self employed,Living together,No
22620,Uganda,2018,No,Rural,Yes,4,18,Female,Parent,Single,Primary education,Dont Know/Refuse to answer,Never Married,No
22621,Uganda,2018,Yes,Urban,Yes,6,40,Male,Head of Household,Married,Tertiary education,Formally employed Private,Living together,Yes
22622,Uganda,2018,No,Rural,Yes,5,22,Female,Spouse,Married,Primary education,Self employed,Living together,No
22623,Uganda,2018,No,Rural,No,3,46,Male,Head of Household,Married,Primary education,Self employed,Living together,Yes
22624,Uganda,2018,No,Rural,Yes,6,29,Female,Head of Household,Divorced,Primary education,Self employed,Seperated,Yes
22625,Uganda,2018,No,Rural,Yes,5,70,Male,Head of Household,Married,Primary education,Self employed,Living together,Yes
22626,Uganda,2018,No,Rural,No,9,42,Female,Spouse,Married,Primary education,Self employed,Living together,No
22627,Uganda,2018,No,Urban,Yes,5,55,Male,Head of Household,Married,No formal education,Self employed,Living together,Yes
22628,Uganda,2018,No,Urban,Yes,6,50,Male,Head of Household,Married,Primary education,Self employed,Living together,Yes
22629,Uganda,2018,No,Rural,Yes,4,21,Female,Spouse,Married,No formal education,No Income,Living together,No
22630,Uganda,2018,No,Rural,Yes,8,58,Male,Head of Household,Married,Secondary education,Self employed,Living together,Yes
22631,Uganda,2018,Yes,Rural,Yes,5,39,Male,Head of Household,Married,Vocational/Specialised training,Other Income,Living together,Yes
22632,Uganda,2018,No,Rural,Yes,11,47,Female,Spouse,Married,Primary education,Self employed,Living together,No
22633,Uganda,2018,No,Rural,Yes,2,65,Female,Head of Household,Widowed,No formal education,Dont Know/Refuse to answer,Widowed,Yes
22634,Uganda,2018,No,Urban,No,12,17,Female,Parent,Single,Primary education,Self employed,Never Married,No
22635,Uganda,2018,No,Rural,No,4,28,Female,Head of Household,Married,Primary education,Self employed,Living together,Yes
22636,Uganda,2018,No,Urban,Yes,8,44,Female,Spouse,Married,Primary education,No Income,Living together,No
22637,Uganda,2018,No,Rural,Yes,3,29,Male,Head of Household,Married,Primary education,Self employed,Living together,Yes
22638,Uganda,2018,No,Rural,Yes,3,17,Male,Other relative,Single,Primary education,Other Income,Never Married,No
22639,Uganda,2018,No,Rural,Yes,6,75,Female,Spouse,Married,Primary education,Self employed,Living together,No
22640,Uganda,2018,No,Rural,Yes,2,19,Male,Head of Household,Married,Primary education,Other Income,Living together,Yes
22641,Uganda,2018,No,Urban,No,2,26,Female,Spouse,Married,Primary education,Self employed,Living together,No
22642,Uganda,2018,No,Urban,No,7,18,Male,Other relative,Single,Primary education,No Income,Never Married,No
22643,Uganda,2018,No,Rural,No,12,18,Male,Other relative,Single,Other/Dont know/RTA,Self employed,Never Married,No
22644,Uganda,2018,No,Rural,No,7,17,Male,Parent,Single,Primary education,Other Income,Never Married,No
22645,Uganda,2018,No,Rural,Yes,5,28,Female,Spouse,Married,Secondary education,Self employed,Living together,No
22646,Uganda,2018,No,Rural,Yes,6,19,Male,Parent,Single,Primary education,Self employed,Never Married,No
22647,Uganda,2018,No,Rural,Yes,5,33,Female,Spouse,Married,No formal education,Self employed,Living together,No
22648,Uganda,2018,No,Rural,Yes,6,49,Male,Head of Household,Married,No formal education,Self employed,Living together,Yes
22649,Uganda,2018,No,Rural,Yes,8,52,Female,Spouse,Married,Secondary education,Self employed,Living together,No
22650,Uganda,2018,No,Rural,Yes,5,25,Female,Spouse,Married,Primary education,No Income,Living together,No
22651,Uganda,2018,No,Rural,Yes,9,32,Female,Spouse,Married,Primary education,Other Income,Living together,No
22652,Uganda,2018,No,Rural,Yes,6,50,Male,Head of Household,Married,Primary education,Self employed,Living together,Yes
22653,Uganda,2018,No,Rural,Yes,5,29,Female,Spouse,Married,Primary education,Self employed,Living together,No
22654,Uganda,2018,No,Urban,No,3,18,Female,Other non-relatives,Married,Primary education,Formally employed Private,Living together,No
22655,Uganda,2018,No,Rural,No,3,36,Male,Head of Household,Married,Primary education,Self employed,Living together,Yes
22656,Uganda,2018,No,Urban,Yes,4,23,Female,Spouse,Married,Secondary education,Other Income,Living together,No
22657,Uganda,2018,No,Rural,No,1,65,Male,Head of Household,Widowed,No formal education,No Income,Widowed,Yes
22658,Uganda,2018,No,Rural,Yes,2,33,Female,Spouse,Married,No formal education,Other Income,Living together,No
22659,Uganda,2018,No,Rural,Yes,7,33,Female,Spouse,Married,No formal education,Self employed,Living together,No
22660,Uganda,2018,No,Rural,Yes,1,39,Female,Head of Household,Divorced,Secondary education,Self employed,Seperated,Yes
22661,Uganda,2018,No,Rural,Yes,5,56,Female,Head of Household,Widowed,Primary education,Self employed,Widowed,Yes
22662,Uganda,2018,Yes,Urban,Yes,3,23,Female,Spouse,Married,Vocational/Specialised training,Other Income,Living together,No
22663,Uganda,2018,No,Rural,No,4,51,Male,Head of Household,Married,No formal education,No Income,Living together,Yes
22664,Uganda,2018,No,Rural,Yes,5,24,Female,Spouse,Married,Primary education,Dont Know/Refuse to answer,Living together,No
22665,Uganda,2018,No,Rural,No,6,33,Male,Head of Household,Married,Secondary education,Self employed,Living together,Yes
22666,Uganda,2018,No,Rural,Yes,5,24,Female,Spouse,Married,Secondary education,Dont Know/Refuse to answer,Living together,No
22667,Uganda,2018,No,Urban,Yes,3,20,Female,Spouse,Married,Primary education,No Income,Living together,No
22668,Uganda,2018,No,Rural,No,3,27,Female,Spouse,Married,Primary education,Other Income,Living together,No
22669,Uganda,2018,No,Rural,No,8,22,Male,Child,Married,Primary education,Self employed,Living together,No
22670,Uganda,2018,No,Rural,No,2,39,Male,Head of Household,Divorced,No formal education,Self employed,Seperated,Yes
22671,Uganda,2018,No,Rural,No,12,50,Male,Head of Household,Divorced,Primary education,Self employed,Seperated,Yes
22672,Uganda,2018,No,Rural,No,3,63,Female,Spouse,Married,Primary education,Self employed,Living together,No
22673,Uganda,2018,No,Rural,No,5,70,Male,Head of Household,Married,Primary education,Self employed,Living together,Yes
22674,Uganda,2018,No,Rural,Yes,3,20,Female,Spouse,Married,Primary education,Self employed,Living together,No
22675,Uganda,2018,No,Rural,No,6,41,Female,Spouse,Married,No formal education,Self employed,Living together,No
22676,Uganda,2018,No,Rural,No,5,25,Female,Spouse,Married,No formal education,No Income,Living together,No
22677,Uganda,2018,No,Urban,Yes,2,27,Male,Head of Household,Married,Secondary education,Self employed,Living together,Yes
22678,Uganda,2018,No,Rural,Yes,2,25,Male,Head of Household,Married,Secondary education,Self employed,Living together,Yes
22679,Uganda,2018,No,Rural,Yes,7,45,Female,Spouse,Married,Primary education,Other Income,Living together,No
22680,Uganda,2018,No,Rural,Yes,9,45,Female,Spouse,Married,Primary education,Self employed,Living together,No
22681,Uganda,2018,No,Rural,No,8,38,Female,Spouse,Married,No formal education,Self employed,Living together,No
22682,Uganda,2018,Yes,Urban,Yes,2,22,Male,Head of Household,Single,Secondary education,Self employed,Never Married,Yes
22683,Uganda,2018,No,Urban,Yes,3,26,Female,Child,Single,Tertiary education,Other Income,Never Married,No
22684,Uganda,2018,No,Rural,No,12,48,Male,Head of Household,Widowed,No formal education,Self employed,Widowed,Yes
22685,Uganda,2018,No,Urban,Yes,9,17,Male,Child,Single,Secondary education,Other Income,Never Married,No
22686,Uganda,2018,No,Rural,Yes,2,52,Female,Head of Household,Widowed,Primary education,Self employed,Widowed,Yes
22687,Uganda,2018,No,Rural,Yes,7,41,Female,Spouse,Married,Primary education,Self employed,Living together,No
22688,Uganda,2018,No,Rural,Yes,3,24,Female,Spouse,Married,Primary education,No Income,Living together,No
22689,Uganda,2018,Yes,Rural,No,8,32,Female,Spouse,Married,Primary education,Self employed,Living together,No
22690,Uganda,2018,No,Rural,Yes,10,22,Male,Parent,Single,Primary education,Other Income,Never Married,No
22691,Uganda,2018,No,Urban,Yes,6,72,Female,Spouse,Married,Primary education,Self employed,Living together,No
22692,Uganda,2018,No,Rural,Yes,4,24,Female,Spouse,Married,Vocational/Specialised training,Self employed,Living together,No
22693,Uganda,2018,No,Rural,No,10,18,Male,Parent,Single,Secondary education,Self employed,Never Married,No
22694,Uganda,2018,No,Rural,Yes,2,65,Female,Head of Household,Widowed,Primary education,Self employed,Widowed,Yes
22695,Uganda,2018,No,Rural,Yes,5,23,Female,Head of Household,Married,Secondary education,Self employed,Living together,Yes
22696,Uganda,2018,No,Rural,Yes,4,54,Female,Head of Household,Widowed,Primary education,Self employed,Widowed,Yes
22697,Uganda,2018,No,Rural,Yes,13,40,Female,Spouse,Married,Primary education,Self employed,Living together,No
22698,Uganda,2018,No,Rural,Yes,9,45,Male,Head of Household,Married,Secondary education,Self employed,Living together,Yes
22699,Uganda,2018,No,Rural,Yes,6,22,Male,Parent,Married,Secondary education,Formally employed Private,Living together,No
22700,Uganda,2018,No,Rural,Yes,4,45,Male,Head of Household,Married,Primary education,Self employed,Living together,Yes
22701,Uganda,2018,No,Rural,Yes,2,29,Female,Head of Household,Married,Secondary education,Other Income,Living together,Yes
22702,Uganda,2018,No,Urban,Yes,3,34,Female,Head of Household,Married,Primary education,Other Income,Living together,Yes
22703,Uganda,2018,No,Rural,Yes,1,27,Male,Head of Household,Single,Secondary education,Self employed,Never Married,Yes
22704,Uganda,2018,No,Rural,No,1,60,Female,Spouse,Married,Primary education,Other Income,Living together,No
22705,Uganda,2018,No,Rural,Yes,5,29,Female,Spouse,Married,Primary education,Self employed,Living together,No
22706,Uganda,2018,No,Rural,Yes,3,42,Female,Head of Household,Divorced,No formal education,Self employed,Seperated,Yes
22707,Uganda,2018,No,Urban,Yes,2,32,Female,Head of Household,Single,Primary education,Other Income,Never Married,Yes
22708,Uganda,2018,No,Rural,Yes,6,40,Male,Head of Household,Married,Primary education,Other Income,Living together,Yes
22709,Uganda,2018,No,Rural,No,4,45,Male,Head of Household,Married,Primary education,Dont Know/Refuse to answer,Living together,Yes
22710,Uganda,2018,No,Rural,No,4,20,Female,Spouse,Married,Primary education,Other Income,Living together,No
22711,Uganda,2018,No,Urban,Yes,11,38,Female,Spouse,Married,Primary education,Self employed,Living together,No
22712,Uganda,2018,No,Rural,Yes,1,24,Male,Head of Household,Single,Secondary education,Self employed,Never Married,Yes
22713,Uganda,2018,No,Rural,No,4,23,Female,Spouse,Married,Secondary education,Self employed,Living together,No
22714,Uganda,2018,No,Rural,No,2,29,Female,Head of Household,Married,Primary education,Self employed,Living together,Yes
22715,Uganda,2018,Yes,Rural,Yes,6,30,Male,Head of Household,Married,Secondary education,Self employed,Living together,Yes
22716,Uganda,2018,No,Rural,Yes,6,16,Female,Parent,Single,Secondary education,No Income,Never Married,No
22717,Uganda,2018,No,Rural,Yes,6,35,Female,Parent,Divorced,Primary education,Self employed,Seperated,No
22718,Uganda,2018,No,Rural,Yes,3,45,Female,Spouse,Married,Primary education,No Income,Living together,No
22719,Uganda,2018,No,Rural,Yes,4,70,Female,Spouse,Married,No formal education,No Income,Living together,No
22720,Uganda,2018,No,Urban,Yes,8,37,Female,Spouse,Married,Secondary education,Self employed,Living together,No
22721,Uganda,2018,No,Urban,Yes,6,37,Female,Head of Household,Married,Primary education,Self employed,Living together,Yes
22722,Uganda,2018,No,Rural,Yes,8,28,Female,Spouse,Married,No formal education,Self employed,Living together,No
22723,Uganda,2018,No,Rural,Yes,6,26,Female,Spouse,Married,Secondary education,Self employed,Living together,No
22724,Uganda,2018,No,Urban,Yes,3,25,Female,Spouse,Married,Secondary education,Self employed,Living together,No
22725,Uganda,2018,No,Urban,Yes,3,25,Female,Spouse,Married,Secondary education,Other Income,Living together,No
22726,Uganda,2018,No,Urban,No,1,29,Male,Head of Household,Single,Primary education,Other Income,Never Married,Yes
22727,Uganda,2018,No,Rural,No,3,18,Female,Parent,Married,Primary education,Self employed,Living together,No
22728,Uganda,2018,No,Urban,Yes,2,21,Female,Spouse,Married,Primary education,Other Income,Living together,No
22729,Uganda,2018,No,Urban,No,2,73,Female,Head of Household,Widowed,No formal education,Government Dependent,Widowed,Yes
22730,Uganda,2018,No,Rural,Yes,11,44,Female,Spouse,Married,Primary education,Self employed,Living together,No
22731,Uganda,2018,No,Rural,Yes,3,73,Male,Head of Household,Married,Secondary education,Other Income,Living together,Yes
22732,Uganda,2018,No,Rural,Yes,10,55,Female,Spouse,Married,Primary education,Self employed,Living together,No
22733,Uganda,2018,No,Rural,No,1,60,Male,Head of Household,Married,Primary education,Self employed,Living together,Yes
22734,Uganda,2018,No,Rural,Yes,2,25,Female,Head of Household,Single,Primary education,Self employed,Never Married,Yes
22735,Uganda,2018,No,Rural,Yes,3,34,Male,Head of Household,Married,Secondary education,Self employed,Living together,Yes
22736,Uganda,2018,No,Rural,Yes,4,37,Female,Spouse,Married,Primary education,Self employed,Living together,No
22737,Uganda,2018,No,Urban,Yes,5,30,Female,Spouse,Married,Secondary education,Other Income,Living together,No
22738,Uganda,2018,No,Rural,Yes,5,24,Female,Spouse,Married,Vocational/Specialised training,Formally employed Private,Living together,No
22739,Uganda,2018,No,Rural,Yes,6,65,Female,Head of Household,Widowed,Primary education,Other Income,Widowed,Yes
22740,Uganda,2018,No,Urban,Yes,4,23,Female,Spouse,Married,Secondary education,Self employed,Living together,No
22741,Uganda,2018,No,Rural,Yes,9,52,Male,Head of Household,Married,No formal education,Self employed,Living together,Yes
22742,Uganda,2018,No,Rural,Yes,7,45,Female,Head of Household,Widowed,No formal education,Self employed,Widowed,Yes
22743,Uganda,2018,No,Rural,No,1,65,Female,Head of Household,Widowed,No formal education,Other Income,Widowed,Yes
22744,Uganda,2018,No,Urban,No,1,30,Female,Head of Household,Single,Vocational/Specialised training,Self employed,Never Married,Yes
22745,Uganda,2018,No,Rural,Yes,7,31,Female,Spouse,Married,Primary education,No Income,Living together,No
22746,Uganda,2018,No,Rural,No,3,60,Female,Head of Household,Widowed,Secondary education,Self employed,Widowed,Yes
22747,Uganda,2018,No,Rural,No,5,45,Female,Spouse,Married,Primary education,Self employed,Living together,No
22748,Uganda,2018,No,Rural,No,5,32,Male,Head of Household,Married,Secondary education,Self employed,Living together,Yes
22749,Uganda,2018,No,Rural,Yes,3,25,Female,Spouse,Married,Secondary education,Other Income,Living together,No
22750,Uganda,2018,No,Rural,No,3,19,Female,Spouse,Married,Primary education,Self employed,Living together,No
22751,Uganda,2018,No,Rural,No,5,19,Female,Parent,Single,Vocational/Specialised training,No Income,Never Married,No
22752,Uganda,2018,No,Rural,No,7,25,Female,Parent,Married,Primary education,Self employed,Living together,No
22753,Uganda,2018,No,Urban,No,1,25,Male,Head of Household,Single,Primary education,Other Income,Never Married,Yes
22754,Uganda,2018,Yes,Urban,Yes,4,27,Female,Other relative,Divorced,Tertiary education,Self employed,Seperated,No
22755,Uganda,2018,No,Rural,No,2,20,Female,Spouse,Married,Primary education,Other Income,Living together,No
22756,Uganda,2018,No,Urban,Yes,2,51,Male,Head of Household,Divorced,Primary education,Self employed,Seperated,Yes
22757,Uganda,2018,No,Rural,No,5,40,Male,Head of Household,Married,No formal education,Other Income,Living together,Yes
22758,Uganda,2018,No,Urban,No,1,24,Female,Head of Household,Divorced,Primary education,Dont Know/Refuse to answer,Seperated,Yes
22759,Uganda,2018,No,Rural,Yes,5,40,Female,Spouse,Married,Primary education,Self employed,Living together,No
22760,Uganda,2018,No,Urban,Yes,4,60,Male,Head of Household,Married,Other/Dont know/RTA,Self employed,Living together,Yes
22761,Uganda,2018,No,Rural,No,6,32,Female,Head of Household,Divorced,Primary education,Self employed,Seperated,Yes
22762,Uganda,2018,No,Rural,Yes,1,51,Male,Head of Household,Divorced,Primary education,Other Income,Seperated,Yes
22763,Uganda,2018,No,Rural,No,6,30,Female,Spouse,Married,No formal education,No Income,Living together,No
22764,Uganda,2018,No,Rural,No,3,79,Female,Head of Household,Widowed,No formal education,No Income,Widowed,Yes
22765,Uganda,2018,No,Rural,Yes,5,43,Male,Head of Household,Married,Primary education,Self employed,Living together,Yes
22766,Uganda,2018,No,Urban,Yes,2,28,Male,Head of Household,Married,Primary education,No Income,Living together,Yes
22767,Uganda,2018,No,Rural,Yes,3,34,Male,Head of Household,Married,Primary education,Self employed,Living together,Yes
22768,Uganda,2018,No,Urban,Yes,1,23,Female,Head of Household,Single,Secondary education,No Income,Never Married,Yes
22769,Uganda,2018,No,Urban,Yes,6,32,Female,Spouse,Married,Secondary education,Self employed,Living together,No
22770,Uganda,2018,No,Urban,Yes,3,28,Male,Head of Household,Married,Vocational/Specialised training,Self employed,Living together,Yes
22771,Uganda,2018,No,Urban,No,4,62,Male,Head of Household,Married,No formal education,No Income,Living together,Yes
22772,Uganda,2018,No,Rural,Yes,4,30,Female,Head of Household,Widowed,No formal education,Self employed,Widowed,Yes
22773,Uganda,2018,No,Urban,Yes,5,19,Female,Parent,Single,Secondary education,No Income,Never Married,No
22774,Uganda,2018,No,Rural,Yes,6,38,Male,Head of Household,Married,Primary education,Other Income,Living together,Yes
22775,Uganda,2018,No,Rural,No,6,33,Female,Parent,Married,No formal education,Other Income,Living together,No
22776,Uganda,2018,No,Urban,Yes,2,30,Female,Spouse,Married,Primary education,Other Income,Living together,No
22777,Uganda,2018,No,Rural,Yes,16,28,Female,Spouse,Married,No formal education,Self employed,Living together,No
22778,Uganda,2018,No,Rural,No,16,24,Female,Parent,Married,Secondary education,Self employed,Living together,No
22779,Uganda,2018,No,Rural,Yes,7,67,Male,Head of Household,Married,Primary education,Self employed,Living together,Yes
22780,Uganda,2018,No,Rural,Yes,1,31,Male,Head of Household,Married,Secondary education,Self employed,Living together,Yes
22781,Uganda,2018,No,Rural,Yes,2,59,Female,Head of Household,Widowed,Secondary education,Other Income,Widowed,Yes
22782,Uganda,2018,No,Rural,Yes,10,30,Female,Spouse,Married,Primary education,Self employed,Living together,No
22783,Uganda,2018,No,Rural,Yes,5,36,Male,Head of Household,Married,Primary education,Self employed,Living together,Yes
22784,Uganda,2018,No,Rural,No,4,74,Female,Spouse,Married,No formal education,Self employed,Living together,No
22785,Uganda,2018,No,Rural,No,5,25,Female,Spouse,Married,Primary education,Other Income,Living together,No
22786,Uganda,2018,No,Rural,Yes,2,21,Female,Spouse,Married,Vocational/Specialised training,Other Income,Living together,No
22787,Uganda,2018,No,Rural,Yes,7,50,Female,Head of Household,Married,No formal education,Self employed,Living together,Yes
22788,Uganda,2018,No,Rural,No,7,40,Female,Spouse,Married,Primary education,Self employed,Living together,No
